seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	description	gene_id_version	symbol	entrezid	logFC	logCPM	F	PValue	FDR	mlog10PValue
4	1.39e+08	1.39e+08	6310	+	ENSMUSG00000041202	Pla2g2d	protein_coding	chromosome	phospholipase A2, group IID [Source:MGI Symbol;Acc:MGI:1341796]	ENSMUSG00000041202.12	Pla2g2d	18782	-0.57	-1.38	2.25	0.14	0.269	0.853
1	1.11e+08	1.11e+08	89300	-	ENSMUSG00000047216	Cdh19	protein_coding	chromosome	cadherin 19, type 2 [Source:MGI Symbol;Acc:MGI:3588198]	ENSMUSG00000047216.8	Cdh19	227485	-0.899	-1.08	2.25	0.14	0.269	0.853
10	1.28e+08	1.28e+08	16300	+	ENSMUSG00000056148	Rdh9	protein_coding	chromosome	retinol dehydrogenase 9 [Source:MGI Symbol;Acc:MGI:2143528]	ENSMUSG00000056148.8	Rdh9	103142	0.707	0.987	2.25	0.14	0.269	0.853
15	82100000	82100000	56800	+	ENSMUSG00000068117	Mei1	protein_coding	chromosome	meiotic double-stranded break formation protein 1 [Source:MGI Symbol;Acc:MGI:3028590]	ENSMUSG00000068117.9	Mei1	74369	-0.575	-1.13	2.25	0.14	0.269	0.853
7	99300000	99400000	7860	-	ENSMUSG00000070436	Serpinh1	protein_coding	chromosome	serine (or cysteine) peptidase inhibitor, clade H, member 1 [Source:MGI Symbol;Acc:MGI:88283]	ENSMUSG00000070436.12	Serpinh1	12406	-0.411	7.75	2.26	0.14	0.267	0.855
9	56200000	56400000	217000	-	ENSMUSG00000074305	Peak1	protein_coding	chromosome	pseudopodium-enriched atypical kinase 1 [Source:MGI Symbol;Acc:MGI:2442366]	ENSMUSG00000074305.9	Peak1	244895	-0.359	4.13	2.26	0.14	0.268	0.854
2	1.1e+08	1.1e+08	2270	-	ENSMUSG00000074971	Fibin	protein_coding	chromosome	fin bud initiation factor homolog (zebrafish) [Source:MGI Symbol;Acc:MGI:1914856]	ENSMUSG00000074971.4	Fibin	67606	0.666	0.964	2.26	0.14	0.268	0.855
4	1.32e+08	1.32e+08	20600	-	ENSMUSG00000085667	Gm12992	processed_transcript	chromosome	predicted gene 12992 [Source:MGI Symbol;Acc:MGI:3702644]	ENSMUSG00000085667.1	Gm12992	NA	0.428	-0.0303	2.25	0.14	0.269	0.853
17	56800000	56800000	1960	+	ENSMUSG00000090273	Prr22	protein_coding	chromosome	proline rich 22 [Source:MGI Symbol;Acc:MGI:2685392]	ENSMUSG00000090273.3	Prr22	100504446	-0.668	-0.39	2.26	0.14	0.268	0.854
2	1.76e+08	1.76e+08	8240	-	ENSMUSG00000095648	Gm2004	protein_coding	chromosome	predicted gene 2004 [Source:MGI Symbol;Acc:MGI:3780174]	ENSMUSG00000095648.7	Gm2004	NA	-0.418	1.24	2.25	0.14	0.269	0.853
10	80600000	80600000	1830	-	ENSMUSG00000100201	Gm29093	sense_intronic	chromosome	predicted gene 29093 [Source:MGI Symbol;Acc:MGI:5579799]	ENSMUSG00000100201.1	Gm29093	NA	-0.533	-1.61	2.26	0.14	0.268	0.855
16	18100000	18100000	18800	+	ENSMUSG00000003531	Dgcr6	protein_coding	chromosome	DiGeorge syndrome critical region gene 6 [Source:MGI Symbol;Acc:MGI:1202877]	ENSMUSG00000003531.14	Dgcr6	13353	-0.153	6.36	2.25	0.141	0.269	0.852
11	76400000	76400000	9340	+	ENSMUSG00000020843	Timm22	protein_coding	chromosome	translocase of inner mitochondrial membrane 22 [Source:MGI Symbol;Acc:MGI:1929742]	ENSMUSG00000020843.15	Timm22	56322	-0.198	4.78	2.24	0.141	0.27	0.85
15	1.01e+08	1.01e+08	62200	+	ENSMUSG00000023032	Slc4a8	protein_coding	chromosome	solute carrier family 4 (anion exchanger), member 8 [Source:MGI Symbol;Acc:MGI:1928745]	ENSMUSG00000023032.12	Slc4a8	59033	0.349	6.48	2.24	0.141	0.27	0.85
3	89400000	89400000	2910	-	ENSMUSG00000028044	Cks1b	protein_coding	chromosome	CDC28 protein kinase 1b [Source:MGI Symbol;Acc:MGI:1889208]	ENSMUSG00000028044.6	Cks1b	54124	0.271	2.56	2.25	0.141	0.269	0.851
9	1.08e+08	1.08e+08	9190	-	ENSMUSG00000032590	Apeh	protein_coding	chromosome	acylpeptide hydrolase [Source:MGI Symbol;Acc:MGI:88041]	ENSMUSG00000032590.14	Apeh	235606	-0.237	4.92	2.25	0.141	0.27	0.85
15	84700000	84700000	34100	+	ENSMUSG00000036106	Prr5	protein_coding	chromosome	proline rich 5 (renal) [Source:MGI Symbol;Acc:MGI:1924714]	ENSMUSG00000036106.15	Prr5	109270	-0.267	1.71	2.24	0.141	0.27	0.85
10	1e+08	1e+08	43400	-	ENSMUSG00000036676	Tmtc3	protein_coding	chromosome	transmembrane and tetratricopeptide repeat containing 3 [Source:MGI Symbol;Acc:MGI:3036255]	ENSMUSG00000036676.14	Tmtc3	237500	-0.295	3.46	2.25	0.141	0.269	0.852
15	52700000	52700000	18000	+	ENSMUSG00000038622	Med30	protein_coding	chromosome	mediator complex subunit 30 [Source:MGI Symbol;Acc:MGI:1917040]	ENSMUSG00000038622.7	Med30	69790	-0.178	3.94	2.25	0.141	0.27	0.851
9	57700000	57800000	44000	+	ENSMUSG00000038957	Edc3	protein_coding	chromosome	enhancer of mRNA decapping 3 [Source:MGI Symbol;Acc:MGI:2142951]	ENSMUSG00000038957.13	Edc3	353190	0.169	3.87	2.25	0.141	0.269	0.852
8	1.07e+08	1.07e+08	84000	+	ENSMUSG00000041308	Sntb2	protein_coding	chromosome	syntrophin, basic 2 [Source:MGI Symbol;Acc:MGI:101771]	ENSMUSG00000041308.6	Sntb2	20650	0.236	2.47	2.25	0.141	0.269	0.852
1	1.2e+08	1.2e+08	6700	-	ENSMUSG00000050777	Tmem37	protein_coding	chromosome	transmembrane protein 37 [Source:MGI Symbol;Acc:MGI:2157899]	ENSMUSG00000050777.7	Tmem37	170706	-0.606	0.512	2.25	0.141	0.269	0.852
1	1.32e+08	1.32e+08	45300	-	ENSMUSG00000059149	Mfsd4a	protein_coding	chromosome	major facilitator superfamily domain containing 4A [Source:MGI Symbol;Acc:MGI:2442786]	ENSMUSG00000059149.17	Mfsd4a	213006	0.616	2.98	2.24	0.141	0.27	0.85
4	41900000	41900000	48800	-	ENSMUSG00000085730	Gm13307	antisense_RNA	chromosome	predicted gene 13307 [Source:MGI Symbol;Acc:MGI:3701135]	ENSMUSG00000085730.7	Gm13307	NA	0.729	-2.17	2.25	0.141	0.269	0.851
6	50600000	50600000	28200	+	ENSMUSG00000085776	5430402O13Rik	antisense_RNA	chromosome	RIKEN cDNA 5430402O13 gene [Source:MGI Symbol;Acc:MGI:1918631]	ENSMUSG00000085776.8	5430402O13Rik	NA	0.372	-0.22	2.24	0.141	0.27	0.85
1	1.3e+08	1.3e+08	15100	+	ENSMUSG00000087691	Gm15674	antisense_RNA	chromosome	predicted gene 15674 [Source:MGI Symbol;Acc:MGI:3783116]	ENSMUSG00000087691.1	Gm15674	NA	0.644	-1.79	2.25	0.141	0.269	0.851
18	37700000	37800000	116000	+	ENSMUSG00000103897	Pcdhga8	protein_coding	chromosome	protocadherin gamma subfamily A, 8 [Source:MGI Symbol;Acc:MGI:1935221]	ENSMUSG00000103897.1	Pcdhga8	93716	0.442	5.54	2.24	0.141	0.27	0.85
11	79300000	79600000	242000	+	ENSMUSG00000020716	Nf1	protein_coding	chromosome	neurofibromin 1 [Source:MGI Symbol;Acc:MGI:97306]	ENSMUSG00000020716.16	Nf1	18015	-0.194	6.2	2.24	0.142	0.27	0.849
19	7e+06	7020000	20500	-	ENSMUSG00000024965	Fermt3	protein_coding	chromosome	fermitin family member 3 [Source:MGI Symbol;Acc:MGI:2147790]	ENSMUSG00000024965.8	Fermt3	108101	-1.08	0.315	2.23	0.142	0.271	0.847
1	1.68e+08	1.68e+08	160000	+	ENSMUSG00000026686	Lmx1a	protein_coding	chromosome	LIM homeobox transcription factor 1 alpha [Source:MGI Symbol;Acc:MGI:1888519]	ENSMUSG00000026686.14	Lmx1a	110648	-0.798	-1.73	2.24	0.142	0.27	0.849
2	4.5e+07	45100000	134000	-	ENSMUSG00000026872	Zeb2	protein_coding	chromosome	zinc finger E-box binding homeobox 2 [Source:MGI Symbol;Acc:MGI:1344407]	ENSMUSG00000026872.17	Zeb2	24136	-0.424	5.97	2.24	0.142	0.27	0.849
9	57600000	57700000	27000	-	ENSMUSG00000032312	Csk	protein_coding	chromosome	c-src tyrosine kinase [Source:MGI Symbol;Acc:MGI:88537]	ENSMUSG00000032312.7	Csk	12988	0.309	4.99	2.24	0.142	0.271	0.849
13	48800000	48900000	69400	-	ENSMUSG00000038025	Phf2	protein_coding	chromosome	PHD finger protein 2 [Source:MGI Symbol;Acc:MGI:1338034]	ENSMUSG00000038025.8	Phf2	18676	-0.24	5.58	2.23	0.142	0.272	0.846
16	90800000	90900000	78400	+	ENSMUSG00000039903	Eva1c	protein_coding	chromosome	eva-1 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:1918217]	ENSMUSG00000039903.16	Eva1c	70967	-0.463	0.202	2.24	0.142	0.27	0.849
7	1.27e+08	1.27e+08	3510	-	ENSMUSG00000054381	Zfp747	protein_coding	chromosome	zinc finger protein 747 [Source:MGI Symbol;Acc:MGI:2443581]	ENSMUSG00000054381.5	Zfp747	269997	-0.559	1.04	2.24	0.142	0.271	0.848
11	1.17e+08	1.17e+08	7210	+	ENSMUSG00000056032	BC018473	antisense_RNA	chromosome	cDNA sequence BC018473 [Source:MGI Symbol;Acc:MGI:3039625]	ENSMUSG00000056032.12	BC018473	NA	-0.651	-0.985	2.23	0.142	0.271	0.847
2	1.37e+08	1.37e+08	60200	+	ENSMUSG00000074771	Ankef1	protein_coding	chromosome	ankyrin repeat and EF-hand domain containing 1 [Source:MGI Symbol;Acc:MGI:2441685]	ENSMUSG00000074771.10	Ankef1	319196	-0.793	-0.76	2.23	0.142	0.271	0.848
X	80200000	80200000	999	-	ENSMUSG00000081221	Gm14760	processed_pseudogene	chromosome	predicted gene 14760 [Source:MGI Symbol;Acc:MGI:3709612]	ENSMUSG00000081221.4	Gm14760	NA	0.756	0.832	2.24	0.142	0.271	0.848
17	24200000	24200000	12900	+	ENSMUSG00000085185	BC028777	processed_transcript	chromosome	cDNA sequence BC028777 [Source:MGI Symbol;Acc:MGI:3642753]	ENSMUSG00000085185.9	BC028777	NA	0.514	-0.833	2.24	0.142	0.271	0.848
1	4970000	4980000	5960	+	ENSMUSG00000085623	Gm16041	antisense_RNA	chromosome	predicted gene 16041 [Source:MGI Symbol;Acc:MGI:3801909]	ENSMUSG00000085623.1	Gm16041	NA	0.439	-0.883	2.23	0.142	0.271	0.847
4	1.56e+08	1.56e+08	9640	-	ENSMUSG00000087381	Gm16008	antisense_RNA	chromosome	predicted gene 16008 [Source:MGI Symbol;Acc:MGI:3802048]	ENSMUSG00000087381.8	Gm16008	NA	0.289	2.98	2.24	0.142	0.271	0.848
16	4940000	4940000	4540	-	ENSMUSG00000097397	Gm16861	lincRNA	chromosome	predicted gene, 16861 [Source:MGI Symbol;Acc:MGI:4439785]	ENSMUSG00000097397.1	Gm16861	NA	-0.504	0.00247	2.24	0.142	0.27	0.849
5	5780000	5780000	2110	+	ENSMUSG00000097554	Gm26825	lincRNA	chromosome	predicted gene, 26825 [Source:MGI Symbol;Acc:MGI:5477319]	ENSMUSG00000097554.1	Gm26825	NA	0.577	-1.73	2.23	0.142	0.271	0.848
3	83100000	83400000	229000	+	ENSMUSG00000102692	Dchs2	protein_coding	chromosome	dachsous 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2685263]	ENSMUSG00000102692.1	Dchs2	NA	0.374	1.94	2.24	0.142	0.271	0.849
13	74600000	74600000	38600	-	ENSMUSG00000113204	CT009718.4	lincRNA	chromosome	NULL	ENSMUSG00000113204.1	CT009718.4	NA	0.171	3.76	2.23	0.142	0.271	0.847
11	83600000	83600000	1510	-	ENSMUSG00000000982	Ccl3	protein_coding	chromosome	chemokine (C-C motif) ligand 3 [Source:MGI Symbol;Acc:MGI:98260]	ENSMUSG00000000982.5	Ccl3	20302	-1.69	-0.716	2.22	0.143	0.272	0.845
10	9.1e+07	91100000	93500	-	ENSMUSG00000019979	Apaf1	protein_coding	chromosome	apoptotic peptidase activating factor 1 [Source:MGI Symbol;Acc:MGI:1306796]	ENSMUSG00000019979.12	Apaf1	11783	0.291	4.72	2.22	0.143	0.273	0.843
19	3260000	3280000	22100	-	ENSMUSG00000024831	Ighmbp2	protein_coding	chromosome	immunoglobulin mu binding protein 2 [Source:MGI Symbol;Acc:MGI:99954]	ENSMUSG00000024831.13	Ighmbp2	20589	0.191	2.91	2.22	0.143	0.273	0.844
8	1.06e+08	1.06e+08	14300	+	ENSMUSG00000031903	Pla2g15	protein_coding	chromosome	phospholipase A2, group XV [Source:MGI Symbol;Acc:MGI:2178076]	ENSMUSG00000031903.7	Pla2g15	192654	0.322	3.66	2.23	0.143	0.272	0.846
5	65800000	65800000	66600	+	ENSMUSG00000037795	N4bp2	protein_coding	chromosome	NEDD4 binding protein 2 [Source:MGI Symbol;Acc:MGI:2684414]	ENSMUSG00000037795.14	N4bp2	333789	0.269	4.75	2.23	0.143	0.272	0.846
3	95200000	95200000	36200	-	ENSMUSG00000038766	Gabpb2	protein_coding	chromosome	GA repeat binding protein, beta 2 [Source:MGI Symbol;Acc:MGI:95612]	ENSMUSG00000038766.16	Gabpb2	213054	-0.243	3.62	2.22	0.143	0.273	0.844
8	71500000	71500000	3200	-	ENSMUSG00000046718	Bst2	protein_coding	chromosome	bone marrow stromal cell antigen 2 [Source:MGI Symbol;Acc:MGI:1916800]	ENSMUSG00000046718.8	Bst2	69550	-0.778	2.69	2.23	0.143	0.272	0.845
12	70800000	70900000	76700	+	ENSMUSG00000048285	Frmd6	protein_coding	chromosome	FERM domain containing 6 [Source:MGI Symbol;Acc:MGI:2442579]	ENSMUSG00000048285.9	Frmd6	319710	-0.286	2.65	2.22	0.143	0.273	0.843
19	28300000	28700000	421000	-	ENSMUSG00000052942	Glis3	protein_coding	chromosome	GLIS family zinc finger 3 [Source:MGI Symbol;Acc:MGI:2444289]	ENSMUSG00000052942.13	Glis3	226075	-0.49	3.51	2.22	0.143	0.273	0.844
10	22200000	22400000	216000	+	ENSMUSG00000053219	Raet1e	protein_coding	chromosome	retinoic acid early transcript 1E [Source:MGI Symbol;Acc:MGI:2675273]	ENSMUSG00000053219.15	Raet1e	c(19370, 379043)	-0.983	-1.73	2.22	0.143	0.272	0.845
13	43400000	43400000	29700	+	ENSMUSG00000054021	Sirt5	protein_coding	chromosome	sirtuin 5 [Source:MGI Symbol;Acc:MGI:1915596]	ENSMUSG00000054021.6	Sirt5	68346	0.179	3.71	2.22	0.143	0.273	0.844
14	78800000	79200000	353000	+	ENSMUSG00000058997	Vwa8	protein_coding	chromosome	von Willebrand factor A domain containing 8 [Source:MGI Symbol;Acc:MGI:1919008]	ENSMUSG00000058997.7	Vwa8	219189	-0.284	5.48	2.23	0.143	0.272	0.846
4	1.35e+08	1.35e+08	12900	+	ENSMUSG00000078521	Aunip	protein_coding	chromosome	aurora kinase A and ninein interacting protein [Source:MGI Symbol;Acc:MGI:1917135]	ENSMUSG00000078521.2	Aunip	69885	-0.989	-1.58	2.22	0.143	0.273	0.844
15	97800000	97800000	8340	+	ENSMUSG00000081534	Slc48a1	protein_coding	chromosome	solute carrier family 48 (heme transporter), member 1 [Source:MGI Symbol;Acc:MGI:1914989]	ENSMUSG00000081534.2	Slc48a1	67739	-0.174	7.33	2.23	0.143	0.272	0.846
7	25200000	25200000	1580	+	ENSMUSG00000090330	9130221H12Rik	antisense_RNA	chromosome	RIKEN cDNA 9130221H12 gene [Source:MGI Symbol;Acc:MGI:1924374]	ENSMUSG00000090330.2	9130221H12Rik	NA	-0.337	1.12	2.22	0.143	0.273	0.843
2	1.82e+08	1.82e+08	10700	-	ENSMUSG00000000823	Zfp512b	protein_coding	chromosome	zinc finger protein 512B [Source:MGI Symbol;Acc:MGI:2685478]	ENSMUSG00000000823.16	Zfp512b	269401	0.209	6.56	2.22	0.144	0.273	0.843
10	53900000	54100000	172000	-	ENSMUSG00000003746	Man1a	protein_coding	chromosome	mannosidase 1, alpha [Source:MGI Symbol;Acc:MGI:104677]	ENSMUSG00000003746.16	Man1a	17155	-0.405	3.77	2.21	0.144	0.274	0.841
11	77500000	77600000	78700	-	ENSMUSG00000017291	Taok1	protein_coding	chromosome	TAO kinase 1 [Source:MGI Symbol;Acc:MGI:1914490]	ENSMUSG00000017291.13	Taok1	216965	-0.175	6.64	2.22	0.144	0.273	0.843
11	88800000	88900000	33800	-	ENSMUSG00000018428	Akap1	protein_coding	chromosome	A kinase (PRKA) anchor protein 1 [Source:MGI Symbol;Acc:MGI:104729]	ENSMUSG00000018428.15	Akap1	11640	0.167	4.94	2.22	0.144	0.273	0.843
11	7e+07	7e+07	3810	+	ENSMUSG00000018567	Gabarap	protein_coding	chromosome	gamma-aminobutyric acid receptor associated protein [Source:MGI Symbol;Acc:MGI:1861742]	ENSMUSG00000018567.14	Gabarap	56486	-0.202	8.03	2.21	0.144	0.274	0.84
10	91100000	91200000	33700	-	ENSMUSG00000019961	Tmpo	protein_coding	chromosome	thymopoietin [Source:MGI Symbol;Acc:MGI:106920]	ENSMUSG00000019961.17	Tmpo	21917	-0.225	4.67	2.21	0.144	0.274	0.841
10	20100000	20300000	133000	+	ENSMUSG00000019996	Map7	protein_coding	chromosome	microtubule-associated protein 7 [Source:MGI Symbol;Acc:MGI:1328328]	ENSMUSG00000019996.17	Map7	17761	0.326	3.8	2.21	0.144	0.274	0.84
11	1.16e+08	1.16e+08	5050	-	ENSMUSG00000020743	Mif4gd	protein_coding	chromosome	MIF4G domain containing [Source:MGI Symbol;Acc:MGI:1916924]	ENSMUSG00000020743.15	Mif4gd	69674	-0.304	3.44	2.21	0.144	0.274	0.841
16	2.4e+07	2.4e+07	23800	-	ENSMUSG00000022508	Bcl6	protein_coding	chromosome	B cell leukemia/lymphoma 6 [Source:MGI Symbol;Acc:MGI:107187]	ENSMUSG00000022508.5	Bcl6	12053	-0.339	2.68	2.22	0.144	0.273	0.843
17	31700000	31700000	3790	+	ENSMUSG00000024041	Cryaa	protein_coding	chromosome	crystallin, alpha A [Source:MGI Symbol;Acc:MGI:88515]	ENSMUSG00000024041.8	Cryaa	12954	0.92	-2.03	2.22	0.144	0.273	0.842
11	1.21e+08	1.21e+08	3520	-	ENSMUSG00000025132	Arhgdia	protein_coding	chromosome	Rho GDP dissociation inhibitor (GDI) alpha [Source:MGI Symbol;Acc:MGI:2178103]	ENSMUSG00000025132.13	Arhgdia	192662	-0.133	9.39	2.22	0.144	0.273	0.842
1	1.81e+08	1.81e+08	32800	+	ENSMUSG00000026519	Tmem63a	protein_coding	chromosome	transmembrane protein 63a [Source:MGI Symbol;Acc:MGI:2384789]	ENSMUSG00000026519.16	Tmem63a	208795	-0.763	2.42	2.22	0.144	0.273	0.843
5	88800000	88800000	18300	+	ENSMUSG00000029366	Dck	protein_coding	chromosome	deoxycytidine kinase [Source:MGI Symbol;Acc:MGI:102726]	ENSMUSG00000029366.10	Dck	13178	0.206	4.2	2.21	0.144	0.273	0.842
X	1.64e+08	1.64e+08	51200	-	ENSMUSG00000031373	Car5b	protein_coding	chromosome	carbonic anhydrase 5b, mitochondrial [Source:MGI Symbol;Acc:MGI:1926249]	ENSMUSG00000031373.4	Car5b	56078	-0.318	3.76	2.21	0.144	0.273	0.842
8	94300000	94400000	37000	+	ENSMUSG00000031766	Slc12a3	protein_coding	chromosome	solute carrier family 12, member 3 [Source:MGI Symbol;Acc:MGI:108114]	ENSMUSG00000031766.4	Slc12a3	20497	0.569	-0.505	2.22	0.144	0.273	0.843
7	1.19e+08	1.19e+08	17200	-	ENSMUSG00000033917	Gde1	protein_coding	chromosome	glycerophosphodiester phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1891827]	ENSMUSG00000033917.15	Gde1	56209	0.22	8.26	2.22	0.144	0.273	0.843
15	7.6e+07	7.6e+07	6750	+	ENSMUSG00000034429	Zfp707	protein_coding	chromosome	zinc finger protein 707 [Source:MGI Symbol;Acc:MGI:1916270]	ENSMUSG00000034429.14	Zfp707	69020	-0.437	1.91	2.21	0.144	0.274	0.841
11	95800000	95800000	8520	+	ENSMUSG00000038811	Gngt2	protein_coding	chromosome	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2 [Source:MGI Symbol;Acc:MGI:893584]	ENSMUSG00000038811.13	Gngt2	14710	-1.31	-1.16	2.21	0.144	0.273	0.842
11	1.21e+08	1.22e+08	165000	+	ENSMUSG00000039230	Tbcd	protein_coding	chromosome	tubulin-specific chaperone d [Source:MGI Symbol;Acc:MGI:1919686]	ENSMUSG00000039230.14	Tbcd	108903	0.196	5.94	2.22	0.144	0.273	0.843
14	1.22e+08	1.22e+08	142000	+	ENSMUSG00000041765	Ubac2	protein_coding	chromosome	ubiquitin associated domain containing 2 [Source:MGI Symbol;Acc:MGI:1916139]	ENSMUSG00000041765.5	Ubac2	68889	-0.145	4.84	2.21	0.144	0.274	0.841
5	1.14e+08	1.14e+08	4800	+	ENSMUSG00000053334	Ficd	protein_coding	chromosome	FIC domain containing [Source:MGI Symbol;Acc:MGI:1098550]	ENSMUSG00000053334.6	Ficd	231630	-0.328	2.24	2.21	0.144	0.274	0.84
14	18600000	18900000	321000	-	ENSMUSG00000058317	Ube2e2	protein_coding	chromosome	ubiquitin-conjugating enzyme E2E 2 [Source:MGI Symbol;Acc:MGI:2384997]	ENSMUSG00000058317.12	Ube2e2	218793	0.18	5.9	2.21	0.144	0.274	0.84
7	1.39e+08	1.39e+08	21400	+	ENSMUSG00000060260	Pwwp2b	protein_coding	chromosome	PWWP domain containing 2B [Source:MGI Symbol;Acc:MGI:2142008]	ENSMUSG00000060260.13	Pwwp2b	101631	-0.414	0.694	2.22	0.144	0.273	0.843
9	48700000	48800000	182000	-	ENSMUSG00000066687	Zbtb16	protein_coding	chromosome	zinc finger and BTB domain containing 16 [Source:MGI Symbol;Acc:MGI:103222]	ENSMUSG00000066687.5	Zbtb16	235320	0.222	3.09	2.21	0.144	0.274	0.841
5	30300000	30400000	85300	+	ENSMUSG00000073102	Drc1	protein_coding	chromosome	dynein regulatory complex subunit 1 [Source:MGI Symbol;Acc:MGI:2685906]	ENSMUSG00000073102.7	Drc1	381738	0.288	3.73	2.21	0.144	0.274	0.841
11	1.17e+08	1.17e+08	2170	+	ENSMUSG00000086859	Snhg20	lincRNA	chromosome	small nucleolar RNA host gene 20 [Source:MGI Symbol;Acc:MGI:1924222]	ENSMUSG00000086859.3	Snhg20	NA	0.255	3.68	2.22	0.144	0.273	0.843
5	5780000	5780000	1940	-	ENSMUSG00000100801	Gm15459	processed_pseudogene	chromosome	predicted gene 15459 [Source:MGI Symbol;Acc:MGI:3705702]	ENSMUSG00000100801.1	Gm15459	NA	0.336	1.5	2.21	0.144	0.274	0.841
7	1.43e+08	1.43e+08	84400	-	ENSMUSG00000101609	Kcnq1ot1	antisense_RNA	chromosome	KCNQ1 overlapping transcript 1 [Source:MGI Symbol;Acc:MGI:1926855]	ENSMUSG00000101609.1	Kcnq1ot1	NA	-0.202	3.66	2.21	0.144	0.274	0.841
12	1.1e+08	1.1e+08	375	+	ENSMUSG00000113198	AL591207.1	processed_pseudogene	chromosome	NULL	ENSMUSG00000113198.1	AL591207.1	NA	-1.72	-2.58	2.22	0.144	0.274	0.842
11	97200000	97300000	74800	-	ENSMUSG00000001441	Npepps	protein_coding	chromosome	aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]	ENSMUSG00000001441.13	Npepps	19155	-0.129	7.43	2.2	0.145	0.275	0.838
15	79300000	79300000	27300	-	ENSMUSG00000018126	Baiap2l2	protein_coding	chromosome	BAI1-associated protein 2-like 2 [Source:MGI Symbol;Acc:MGI:2652819]	ENSMUSG00000018126.15	Baiap2l2	207495	0.441	2.99	2.2	0.145	0.275	0.839
13	54100000	54100000	4520	-	ENSMUSG00000021478	Drd1	protein_coding	chromosome	dopamine receptor D1 [Source:MGI Symbol;Acc:MGI:99578]	ENSMUSG00000021478.6	Drd1	13488	0.526	1.12	2.2	0.145	0.275	0.839
X	1.11e+08	1.12e+08	150000	-	ENSMUSG00000025665	Rps6ka6	protein_coding	chromosome	ribosomal protein S6 kinase polypeptide 6 [Source:MGI Symbol;Acc:MGI:1914321]	ENSMUSG00000025665.16	Rps6ka6	67071	0.179	4.17	2.2	0.145	0.275	0.839
2	72900000	7.3e+07	44000	-	ENSMUSG00000027109	Sp3	protein_coding	chromosome	trans-acting transcription factor 3 [Source:MGI Symbol;Acc:MGI:1277166]	ENSMUSG00000027109.16	Sp3	20687	-0.159	4.63	2.21	0.145	0.274	0.84
4	1.19e+08	1.19e+08	13200	-	ENSMUSG00000028642	Tmem269	protein_coding	chromosome	transmembrane protein 269 [Source:MGI Symbol;Acc:MGI:1922430]	ENSMUSG00000028642.7	Tmem269	75180	0.336	0.00927	2.2	0.145	0.275	0.839
8	22900000	22900000	83700	+	ENSMUSG00000031540	Kat6a	protein_coding	chromosome	K(lysine) acetyltransferase 6A [Source:MGI Symbol;Acc:MGI:2442415]	ENSMUSG00000031540.13	Kat6a	244349	-0.349	5.13	2.2	0.145	0.275	0.838
7	63400000	63800000	314000	+	ENSMUSG00000033510	Otud7a	protein_coding	chromosome	OTU domain containing 7A [Source:MGI Symbol;Acc:MGI:2158505]	ENSMUSG00000033510.14	Otud7a	170711	0.251	3.55	2.2	0.145	0.275	0.838
2	2.5e+07	25100000	78000	+	ENSMUSG00000036833	Pnpla7	protein_coding	chromosome	patatin-like phospholipase domain containing 7 [Source:MGI Symbol;Acc:MGI:2385325]	ENSMUSG00000036833.16	Pnpla7	241274	-0.399	3.88	2.2	0.145	0.275	0.838
7	49900000	5e+07	53700	+	ENSMUSG00000039728	Slc6a5	protein_coding	chromosome	solute carrier family 6 (neurotransmitter transporter, glycine), member 5 [Source:MGI Symbol;Acc:MGI:105090]	ENSMUSG00000039728.15	Slc6a5	104245	-0.916	-1.43	2.2	0.145	0.275	0.838
6	1.49e+08	1.49e+08	25400	-	ENSMUSG00000039985	Fam60a	protein_coding	chromosome	family with sequence similarity 60, member A [Source:MGI Symbol;Acc:MGI:1929091]	ENSMUSG00000039985.14	Fam60a	56306	0.705	1.75	2.2	0.145	0.275	0.838
10	1.28e+08	1.28e+08	15500	+	ENSMUSG00000044005	Gls2	protein_coding	chromosome	glutaminase 2 (liver, mitochondrial) [Source:MGI Symbol;Acc:MGI:2143539]	ENSMUSG00000044005.13	Gls2	216456	0.587	2.74	2.2	0.145	0.274	0.84
7	1e+08	1e+08	97900	+	ENSMUSG00000047248	C2cd3	protein_coding	chromosome	C2 calcium-dependent domain containing 3 [Source:MGI Symbol;Acc:MGI:2142166]	ENSMUSG00000047248.20	C2cd3	277939	-0.288	4.39	2.21	0.145	0.274	0.84
4	1.07e+08	1.07e+08	50500	-	ENSMUSG00000047502	Mroh7	protein_coding	chromosome	maestro heat-like repeat family member 7 [Source:MGI Symbol;Acc:MGI:2685873]	ENSMUSG00000047502.14	Mroh7	381538	0.508	1.9	2.2	0.145	0.275	0.838
17	32700000	32700000	17700	+	ENSMUSG00000073424	Cyp4f15	protein_coding	chromosome	cytochrome P450, family 4, subfamily f, polypeptide 15 [Source:MGI Symbol;Acc:MGI:2146921]	ENSMUSG00000073424.9	Cyp4f15	106648	0.697	1.32	2.2	0.145	0.274	0.84
